no,topik,subtopik,soal,jawaban,contoh,konteks,Link sumber buku
150,organ tubuh manusia dan hewan,pernapasan manusia,bagaimana kondisi jika manusia berhenti bernapas beberapa menit?,"jika manusia berhenti bernapas, tubuh tidak mendapatkan oksigen. akibatnya, otak dan organ tubuh lainnya tidak bisa bekerja dengan baik. dalam beberapa menit saja, hal ini bisa menyebabkan pingsan bahkan kematian karena tubuh kekurangan oksigen.","saat menarik napas dalam, udara terasa masuk lewat hidung, turun ke dada, lalu paru-paru mengembang. hal ini bisa dirasakan pada keadaan darurat, misalnya saat seseorang pingsan atau tenggelam dan tidak segera mendapat udara. tanpa oksigen, organ tubuh tidak dapat bekerja dengan baik.","sistem pernapasan manusia bekerja berurutan agar udara dapat masuk, diproses, dan digunakan tubuh secara efisien. dalam materi ini, manusia bernapas dengan paru-paru melalui hidung, tenggorokan, bronkus, bronkiolus, dan alveolus. proses ini penting karena tubuh perlu oksigen untuk menghasilkan energi dan membuang karbon dioksida.",https://www.omahbse.com/ktsp/file/sd-5_ipa_013/
151,organ tubuh manusia dan hewan,pernapasan manusia,gimana sih jalur udara dari luar sampai ke paru-paru?,"udara masuk melalui hidung, lalu melewati tenggorokan, bronkus, dan akhirnya sampai ke paru-paru. di dalam paru-paru, udara masuk ke alveolus yang merupakan tempat pertukaran oksigen dan karbon dioksida. di sinilah oksigen masuk ke darah dan karbon dioksida dikeluarkan.","saat menarik napas dalam, udara masuk sampai paru-paru. misalnya saat kita menarik napas, udara masuk melalui hidung lalu bergerak ke dada sampai paru-paru bekerja. proses ini terjadi berurutan agar oksigen bisa masuk dengan baik.","sistem pernapasan terdiri dari beberapa organ yang saling terhubung. dalam materi ini, manusia bernapas dengan paru-paru melalui hidung, tenggorokan, bronkus, bronkiolus, dan alveolus. proses ini penting karena tubuh perlu oksigen untuk menghasilkan energi dan membuang karbon dioksida.",https://www.omahbse.com/ktsp/file/sd-5_ipa_013/
152,organ tubuh manusia dan hewan,pernapasan manusia,bagaimana jalur udara dari luar sampai ke paru-paru?,"udara masuk melalui hidung, lalu melewati tenggorokan, bronkus, dan akhirnya sampai ke paru-paru. di dalam paru-paru, udara masuk ke alveolus yang merupakan tempat pertukaran oksigen dan karbon dioksida. di sinilah oksigen masuk ke darah dan karbon dioksida dikeluarkan.","saat menarik napas dalam, udara masuk sampai paru-paru. misalnya saat kita menarik napas, udara masuk melalui hidung lalu bergerak ke dada sampai paru-paru bekerja. proses ini terjadi berurutan agar oksigen bisa masuk dengan baik.","sistem pernapasan terdiri dari beberapa organ yang saling terhubung. dalam materi ini, manusia bernapas dengan paru-paru melalui hidung, tenggorokan, bronkus, bronkiolus, dan alveolus. proses ini penting karena tubuh perlu oksigen untuk menghasilkan energi dan membuang karbon dioksida.",https://www.omahbse.com/ktsp/file/sd-5_ipa_013/
153,organ tubuh manusia dan hewan,pernapasan manusia,jelaskan jalur udara dari luar sampai ke paru-paru.,"udara masuk melalui hidung, lalu melewati tenggorokan, bronkus, dan akhirnya sampai ke paru-paru. di dalam paru-paru, udara masuk ke alveolus yang merupakan tempat pertukaran oksigen dan karbon dioksida. di sinilah oksigen masuk ke darah dan karbon dioksida dikeluarkan.","saat menarik napas dalam, udara masuk sampai paru-paru. misalnya saat kita menarik napas, udara masuk melalui hidung lalu bergerak ke dada sampai paru-paru bekerja. proses ini terjadi berurutan agar oksigen bisa masuk dengan baik.","sistem pernapasan terdiri dari beberapa organ yang saling terhubung. dalam materi ini, manusia bernapas dengan paru-paru melalui hidung, tenggorokan, bronkus, bronkiolus, dan alveolus. proses ini penting karena tubuh perlu oksigen untuk menghasilkan energi dan membuang karbon dioksida.",https://www.omahbse.com/ktsp/file/sd-5_ipa_013/
154,organ tubuh manusia dan hewan,pernapasan manusia,kenapa kita jadi sesak napas kalau udara kotor?,"udara kotor mengandung debu, asap, dan zat berbahaya yang bisa masuk ke saluran pernapasan. zat ini dapat mengiritasi paru-paru dan mengganggu proses pertukaran oksigen. akibatnya, tubuh kekurangan oksigen dan kita merasa sesak napas.",menghirup asap kendaraan membuat dada terasa berat. keadaan seperti ini sering terjadi di jalan raya yang ramai kendaraan atau di tempat yang penuh asap dan debu. udara kotor membuat paru-paru bekerja lebih berat.,"pencemaran udara dapat mengganggu sistem pernapasan. dalam materi ini, manusia bernapas dengan paru-paru melalui hidung, tenggorokan, bronkus, bronkiolus, dan alveolus. proses ini penting karena tubuh perlu oksigen untuk menghasilkan energi dan membuang karbon dioksida.",https://www.omahbse.com/ktsp/file/sd-5_ipa_013/
155,organ tubuh manusia dan hewan,pernapasan manusia,apa alasan kita jadi sesak napas kalau udara kotor?,"udara kotor mengandung debu, asap, dan zat berbahaya yang bisa masuk ke saluran pernapasan. zat ini dapat mengiritasi paru-paru dan mengganggu proses pertukaran oksigen. akibatnya, tubuh kekurangan oksigen dan kita merasa sesak napas.",menghirup asap kendaraan membuat dada terasa berat. keadaan seperti ini sering terjadi di jalan raya yang ramai kendaraan atau di tempat yang penuh asap dan debu. udara kotor membuat paru-paru bekerja lebih berat.,"pencemaran udara dapat mengganggu sistem pernapasan. dalam materi ini, manusia bernapas dengan paru-paru melalui hidung, tenggorokan, bronkus, bronkiolus, dan alveolus. proses ini penting karena tubuh perlu oksigen untuk menghasilkan energi dan membuang karbon dioksida.",https://www.omahbse.com/ktsp/file/sd-5_ipa_013/
156,organ tubuh manusia dan hewan,pernapasan manusia,mengapa kita jadi sesak napas kalau udara kotor?,"udara kotor mengandung debu, asap, dan zat berbahaya yang bisa masuk ke saluran pernapasan. zat ini dapat mengiritasi paru-paru dan mengganggu proses pertukaran oksigen. akibatnya, tubuh kekurangan oksigen dan kita merasa sesak napas.",menghirup asap kendaraan membuat dada terasa berat. keadaan seperti ini sering terjadi di jalan raya yang ramai kendaraan atau di tempat yang penuh asap dan debu. udara kotor membuat paru-paru bekerja lebih berat.,"pencemaran udara dapat mengganggu sistem pernapasan. dalam materi ini, manusia bernapas dengan paru-paru melalui hidung, tenggorokan, bronkus, bronkiolus, dan alveolus. proses ini penting karena tubuh perlu oksigen untuk menghasilkan energi dan membuang karbon dioksida.",https://www.omahbse.com/ktsp/file/sd-5_ipa_013/
157,organ tubuh manusia dan hewan,pernapasan hewan,kenapa ikan tidak bisa hidup lama di darat?,"ikan tidak bisa hidup lama di darat karena bernapas menggunakan insang yang hanya bekerja di dalam air. insang mengambil oksigen yang terlarut dalam air, bukan dari udara. saat di darat, insang tidak dapat berfungsi dengan baik sehingga ikan kekurangan oksigen.",ikan akan megap-megap saat keluar dari air. contohnya ikan yang dikeluarkan dari air akan cepat lemah karena insangnya tidak lagi dapat bekerja dengan baik. hal ini membuktikan bahwa ikan memang bergantung pada air untuk bernapas.,"alat pernapasan hewan disesuaikan dengan lingkungan hidupnya. hewan memiliki alat pernapasan yang berbeda sesuai tempat hidupnya, seperti paru-paru, trakea, kulit, atau insang. perbedaan itu membuat hewan dapat bertahan hidup di lingkungan yang sesuai.",https://www.omahbse.com/ktsp/file/sd-5_ipa_013/
158,organ tubuh manusia dan hewan,pernapasan hewan,apa alasan ikan tidak bisa hidup lama di darat?,"ikan tidak bisa hidup lama di darat karena bernapas menggunakan insang yang hanya bekerja di dalam air. insang mengambil oksigen yang terlarut dalam air, bukan dari udara. saat di darat, insang tidak dapat berfungsi dengan baik sehingga ikan kekurangan oksigen.",ikan akan megap-megap saat keluar dari air. contohnya ikan yang dikeluarkan dari air akan cepat lemah karena insangnya tidak lagi dapat bekerja dengan baik. hal ini membuktikan bahwa ikan memang bergantung pada air untuk bernapas.,"alat pernapasan hewan disesuaikan dengan lingkungan hidupnya. hewan memiliki alat pernapasan yang berbeda sesuai tempat hidupnya, seperti paru-paru, trakea, kulit, atau insang. perbedaan itu membuat hewan dapat bertahan hidup di lingkungan yang sesuai.",https://www.omahbse.com/ktsp/file/sd-5_ipa_013/
159,organ tubuh manusia dan hewan,pernapasan hewan,mengapa ikan tidak bisa hidup lama di darat?,"ikan tidak bisa hidup lama di darat karena bernapas menggunakan insang yang hanya bekerja di dalam air. insang mengambil oksigen yang terlarut dalam air, bukan dari udara. saat di darat, insang tidak dapat berfungsi dengan baik sehingga ikan kekurangan oksigen.",ikan akan megap-megap saat keluar dari air. contohnya ikan yang dikeluarkan dari air akan cepat lemah karena insangnya tidak lagi dapat bekerja dengan baik. hal ini membuktikan bahwa ikan memang bergantung pada air untuk bernapas.,"alat pernapasan hewan disesuaikan dengan lingkungan hidupnya. hewan memiliki alat pernapasan yang berbeda sesuai tempat hidupnya, seperti paru-paru, trakea, kulit, atau insang. perbedaan itu membuat hewan dapat bertahan hidup di lingkungan yang sesuai.",https://www.omahbse.com/ktsp/file/sd-5_ipa_013/
160,organ tubuh manusia dan hewan,pernapasan hewan,apa bedanya cara bernapas manusia dan serangga?,"manusia bernapas menggunakan paru-paru, sedangkan serangga menggunakan trakea. pada manusia, oksigen masuk ke paru-paru lalu diedarkan oleh darah. sedangkan pada serangga, oksigen langsung masuk ke jaringan tubuh melalui saluran trakea tanpa melalui darah.","belalang punya lubang kecil di tubuh untuk bernapas. misalnya belalang bernapas melalui lubang kecil di tubuhnya, sedangkan manusia bernapas lewat hidung dan paru-paru. perbedaan ini menunjukkan adanya penyesuaian alat pernapasan.","sistem pernapasan tiap makhluk hidup berbeda-beda. hewan memiliki alat pernapasan yang berbeda sesuai tempat hidupnya, seperti paru-paru, trakea, kulit, atau insang. perbedaan itu membuat hewan dapat bertahan hidup di lingkungan yang sesuai.",https://www.omahbse.com/ktsp/file/sd-5_ipa_013/
161,organ tubuh manusia dan hewan,pernapasan hewan,apa perbedaan cara bernapas manusia dan serangga?,"manusia bernapas menggunakan paru-paru, sedangkan serangga menggunakan trakea. pada manusia, oksigen masuk ke paru-paru lalu diedarkan oleh darah. sedangkan pada serangga, oksigen langsung masuk ke jaringan tubuh melalui saluran trakea tanpa melalui darah.","belalang punya lubang kecil di tubuh untuk bernapas. misalnya belalang bernapas melalui lubang kecil di tubuhnya, sedangkan manusia bernapas lewat hidung dan paru-paru. perbedaan ini menunjukkan adanya penyesuaian alat pernapasan.","sistem pernapasan tiap makhluk hidup berbeda-beda. hewan memiliki alat pernapasan yang berbeda sesuai tempat hidupnya, seperti paru-paru, trakea, kulit, atau insang. perbedaan itu membuat hewan dapat bertahan hidup di lingkungan yang sesuai.",https://www.omahbse.com/ktsp/file/sd-5_ipa_013/
162,organ tubuh manusia dan hewan,pernapasan hewan,bagaimana perbedaan cara bernapas manusia dan serangga?,"manusia bernapas menggunakan paru-paru, sedangkan serangga menggunakan trakea. pada manusia, oksigen masuk ke paru-paru lalu diedarkan oleh darah. sedangkan pada serangga, oksigen langsung masuk ke jaringan tubuh melalui saluran trakea tanpa melalui darah.","belalang punya lubang kecil di tubuh untuk bernapas. misalnya belalang bernapas melalui lubang kecil di tubuhnya, sedangkan manusia bernapas lewat hidung dan paru-paru. perbedaan ini menunjukkan adanya penyesuaian alat pernapasan.","sistem pernapasan tiap makhluk hidup berbeda-beda. hewan memiliki alat pernapasan yang berbeda sesuai tempat hidupnya, seperti paru-paru, trakea, kulit, atau insang. perbedaan itu membuat hewan dapat bertahan hidup di lingkungan yang sesuai.",https://www.omahbse.com/ktsp/file/sd-5_ipa_013/
163,organ tubuh manusia dan hewan,pencernaan manusia,kenapa makanan harus dikunyah dengan baik?,"makanan harus dikunyah agar menjadi halus sehingga lebih mudah dicerna oleh tubuh. selain itu, proses mengunyah juga mencampurkan makanan dengan air ludah yang mengandung enzim untuk memulai pencernaan secara kimiawi.","nasi yang dikunyah lama jadi lembut dan mudah ditelan. misalnya nasi, roti, atau sayur yang dikunyah pelan akan lebih mudah ditelan dan diproses lambung. makanan yang halus juga membuat kerja organ pencernaan menjadi lebih ringan.",pencernaan dimulai dari mulut dengan bantuan gigi dan enzim. makanan yang masuk ke tubuh akan dipecah secara mekanis dan kimiawi dari mulut sampai anus. setiap organ memiliki tugas sendiri agar sari makanan dapat diserap tubuh dengan baik.,https://www.omahbse.com/ktsp/file/sd-5_ipa_013/
164,organ tubuh manusia dan hewan,pencernaan manusia,apa alasan makanan harus dikunyah dengan baik?,"makanan harus dikunyah agar menjadi halus sehingga lebih mudah dicerna oleh tubuh. selain itu, proses mengunyah juga mencampurkan makanan dengan air ludah yang mengandung enzim untuk memulai pencernaan secara kimiawi.","nasi yang dikunyah lama jadi lembut dan mudah ditelan. misalnya nasi, roti, atau sayur yang dikunyah pelan akan lebih mudah ditelan dan diproses lambung. makanan yang halus juga membuat kerja organ pencernaan menjadi lebih ringan.",pencernaan dimulai dari mulut dengan bantuan gigi dan enzim. makanan yang masuk ke tubuh akan dipecah secara mekanis dan kimiawi dari mulut sampai anus. setiap organ memiliki tugas sendiri agar sari makanan dapat diserap tubuh dengan baik.,https://www.omahbse.com/ktsp/file/sd-5_ipa_013/
165,organ tubuh manusia dan hewan,pencernaan manusia,mengapa makanan harus dikunyah dengan baik?,"makanan harus dikunyah agar menjadi halus sehingga lebih mudah dicerna oleh tubuh. selain itu, proses mengunyah juga mencampurkan makanan dengan air ludah yang mengandung enzim untuk memulai pencernaan secara kimiawi.","nasi yang dikunyah lama jadi lembut dan mudah ditelan. misalnya nasi, roti, atau sayur yang dikunyah pelan akan lebih mudah ditelan dan diproses lambung. makanan yang halus juga membuat kerja organ pencernaan menjadi lebih ringan.",pencernaan dimulai dari mulut dengan bantuan gigi dan enzim. makanan yang masuk ke tubuh akan dipecah secara mekanis dan kimiawi dari mulut sampai anus. setiap organ memiliki tugas sendiri agar sari makanan dapat diserap tubuh dengan baik.,https://www.omahbse.com/ktsp/file/sd-5_ipa_013/
166,organ tubuh manusia dan hewan,pencernaan manusia,kenapa kita tidak boleh makan terlalu cepat?,makan terlalu cepat membuat makanan tidak dikunyah dengan baik sehingga pencernaan menjadi lebih berat. hal ini bisa menyebabkan sakit perut atau gangguan pencernaan karena makanan belum siap diproses oleh organ berikutnya.,"orang yang makan terburu-buru sering merasa kembung. misalnya saat makan sambil terburu-buru, perut bisa terasa penuh atau tidak nyaman karena makanan belum lumat. kebiasaan ini juga membuat pencernaan bekerja lebih berat.",mengunyah dengan baik membantu kerja sistem pencernaan. makanan yang masuk ke tubuh akan dipecah secara mekanis dan kimiawi dari mulut sampai anus. setiap organ memiliki tugas sendiri agar sari makanan dapat diserap tubuh dengan baik.,https://www.omahbse.com/ktsp/file/sd-5_ipa_013/
167,organ tubuh manusia dan hewan,pencernaan manusia,apa alasan kita tidak boleh makan terlalu cepat?,makan terlalu cepat membuat makanan tidak dikunyah dengan baik sehingga pencernaan menjadi lebih berat. hal ini bisa menyebabkan sakit perut atau gangguan pencernaan karena makanan belum siap diproses oleh organ berikutnya.,"orang yang makan terburu-buru sering merasa kembung. misalnya saat makan sambil terburu-buru, perut bisa terasa penuh atau tidak nyaman karena makanan belum lumat. kebiasaan ini juga membuat pencernaan bekerja lebih berat.",mengunyah dengan baik membantu kerja sistem pencernaan. makanan yang masuk ke tubuh akan dipecah secara mekanis dan kimiawi dari mulut sampai anus. setiap organ memiliki tugas sendiri agar sari makanan dapat diserap tubuh dengan baik.,https://www.omahbse.com/ktsp/file/sd-5_ipa_013/
168,organ tubuh manusia dan hewan,pencernaan manusia,mengapa kita tidak boleh makan terlalu cepat?,makan terlalu cepat membuat makanan tidak dikunyah dengan baik sehingga pencernaan menjadi lebih berat. hal ini bisa menyebabkan sakit perut atau gangguan pencernaan karena makanan belum siap diproses oleh organ berikutnya.,"orang yang makan terburu-buru sering merasa kembung. misalnya saat makan sambil terburu-buru, perut bisa terasa penuh atau tidak nyaman karena makanan belum lumat. kebiasaan ini juga membuat pencernaan bekerja lebih berat.",mengunyah dengan baik membantu kerja sistem pencernaan. makanan yang masuk ke tubuh akan dipecah secara mekanis dan kimiawi dari mulut sampai anus. setiap organ memiliki tugas sendiri agar sari makanan dapat diserap tubuh dengan baik.,https://www.omahbse.com/ktsp/file/sd-5_ipa_013/
169,organ tubuh manusia dan hewan,pencernaan manusia,bagian tubuh mana yang menyerap sari makanan?,usus halus adalah bagian tubuh yang menyerap sari-sari makanan. nutrisi dari makanan akan diserap oleh pembuluh darah di usus halus dan kemudian diedarkan ke seluruh tubuh untuk digunakan sebagai energi dan bahan pembangun.,"setelah makan, nutrisi masuk ke darah melalui usus. hal ini membantu makanan diproses secara bertahap dari mulut hingga dikeluarkan sebagai sisa. setiap organ punya tugas yang berbeda.",usus halus berperan penting dalam penyerapan nutrisi. makanan yang masuk ke tubuh akan dipecah secara mekanis dan kimiawi dari mulut sampai anus. setiap organ memiliki tugas sendiri agar sari makanan dapat diserap tubuh dengan baik.,https://www.omahbse.com/ktsp/file/sd-5_ipa_013/
170,organ tubuh manusia dan hewan,pencernaan manusia,di bagian tubuh mana menyerap sari makanan?,usus halus adalah bagian tubuh yang menyerap sari-sari makanan. nutrisi dari makanan akan diserap oleh pembuluh darah di usus halus dan kemudian diedarkan ke seluruh tubuh untuk digunakan sebagai energi dan bahan pembangun.,"setelah makan, nutrisi masuk ke darah melalui usus. hal ini membantu makanan diproses secara bertahap dari mulut hingga dikeluarkan sebagai sisa. setiap organ punya tugas yang berbeda.",usus halus berperan penting dalam penyerapan nutrisi. makanan yang masuk ke tubuh akan dipecah secara mekanis dan kimiawi dari mulut sampai anus. setiap organ memiliki tugas sendiri agar sari makanan dapat diserap tubuh dengan baik.,https://www.omahbse.com/ktsp/file/sd-5_ipa_013/
171,organ tubuh manusia dan hewan,pencernaan manusia,sebutkan bagian tubuh yang menyerap sari makanan.,usus halus adalah bagian tubuh yang menyerap sari-sari makanan. nutrisi dari makanan akan diserap oleh pembuluh darah di usus halus dan kemudian diedarkan ke seluruh tubuh untuk digunakan sebagai energi dan bahan pembangun.,"setelah makan, nutrisi masuk ke darah melalui usus. hal ini membantu makanan diproses secara bertahap dari mulut hingga dikeluarkan sebagai sisa. setiap organ punya tugas yang berbeda.",usus halus berperan penting dalam penyerapan nutrisi. makanan yang masuk ke tubuh akan dipecah secara mekanis dan kimiawi dari mulut sampai anus. setiap organ memiliki tugas sendiri agar sari makanan dapat diserap tubuh dengan baik.,https://www.omahbse.com/ktsp/file/sd-5_ipa_013/
172,organ tubuh manusia dan hewan,gizi dan kesehatan,kenapa kita harus makan makanan bergizi?,"kita harus makan makanan bergizi karena tubuh membutuhkan berbagai zat seperti karbohidrat, protein, vitamin, dan mineral. zat-zat ini membantu tubuh mendapatkan energi, tumbuh dengan baik, dan menjaga kesehatan agar tidak mudah sakit.","anak yang makan sehat lebih aktif dan jarang sakit. misalnya menu makan yang berisi nasi, sayur, lauk, buah, dan minum air putih akan membantu tubuh tetap sehat. makanan yang seimbang membuat tubuh tidak mudah sakit.","makanan bergizi penting untuk pertumbuhan dan kesehatan. zat gizi seperti karbohidrat, protein, lemak, vitamin, mineral, dan air dibutuhkan agar tubuh tumbuh sehat. jika asupan tidak seimbang, tubuh mudah lelah dan mudah sakit.",https://www.omahbse.com/ktsp/file/sd-5_ipa_013/
173,organ tubuh manusia dan hewan,gizi dan kesehatan,apa alasan kita harus makan makanan bergizi?,"kita harus makan makanan bergizi karena tubuh membutuhkan berbagai zat seperti karbohidrat, protein, vitamin, dan mineral. zat-zat ini membantu tubuh mendapatkan energi, tumbuh dengan baik, dan menjaga kesehatan agar tidak mudah sakit.","anak yang makan sehat lebih aktif dan jarang sakit. misalnya menu makan yang berisi nasi, sayur, lauk, buah, dan minum air putih akan membantu tubuh tetap sehat. makanan yang seimbang membuat tubuh tidak mudah sakit.","makanan bergizi penting untuk pertumbuhan dan kesehatan. zat gizi seperti karbohidrat, protein, lemak, vitamin, mineral, dan air dibutuhkan agar tubuh tumbuh sehat. jika asupan tidak seimbang, tubuh mudah lelah dan mudah sakit.",https://www.omahbse.com/ktsp/file/sd-5_ipa_013/
174,organ tubuh manusia dan hewan,gizi dan kesehatan,mengapa kita harus makan makanan bergizi?,"kita harus makan makanan bergizi karena tubuh membutuhkan berbagai zat seperti karbohidrat, protein, vitamin, dan mineral. zat-zat ini membantu tubuh mendapatkan energi, tumbuh dengan baik, dan menjaga kesehatan agar tidak mudah sakit.","anak yang makan sehat lebih aktif dan jarang sakit. misalnya menu makan yang berisi nasi, sayur, lauk, buah, dan minum air putih akan membantu tubuh tetap sehat. makanan yang seimbang membuat tubuh tidak mudah sakit.","makanan bergizi penting untuk pertumbuhan dan kesehatan. zat gizi seperti karbohidrat, protein, lemak, vitamin, mineral, dan air dibutuhkan agar tubuh tumbuh sehat. jika asupan tidak seimbang, tubuh mudah lelah dan mudah sakit.",https://www.omahbse.com/ktsp/file/sd-5_ipa_013/
175,organ tubuh manusia dan hewan,gizi dan kesehatan,apa yang terjadi kalau tubuh kekurangan vitamin?,"jika tubuh kekurangan vitamin, maka daya tahan tubuh akan menurun dan mudah terserang penyakit. misalnya kekurangan vitamin c bisa menyebabkan sariawan, sedangkan kekurangan vitamin d dapat mengganggu pertumbuhan tulang.","kurang vitamin bisa bikin mudah sakit. misalnya kurang vitamin c dapat membuat bibir pecah-pecah dan tubuh lebih mudah sakit. karena itu, buah dan sayur perlu dimakan secara teratur.","vitamin berfungsi menjaga kesehatan tubuh. zat gizi seperti karbohidrat, protein, lemak, vitamin, mineral, dan air dibutuhkan agar tubuh tumbuh sehat. jika asupan tidak seimbang, tubuh mudah lelah dan mudah sakit.",https://www.omahbse.com/ktsp/file/sd-5_ipa_013/
176,organ tubuh manusia dan hewan,gizi dan kesehatan,apa akibatnya jika tubuh kekurangan vitamin?,"jika tubuh kekurangan vitamin, maka daya tahan tubuh akan menurun dan mudah terserang penyakit. misalnya kekurangan vitamin c bisa menyebabkan sariawan, sedangkan kekurangan vitamin d dapat mengganggu pertumbuhan tulang.","kurang vitamin bisa bikin mudah sakit. misalnya kurang vitamin c dapat membuat bibir pecah-pecah dan tubuh lebih mudah sakit. karena itu, buah dan sayur perlu dimakan secara teratur.","vitamin berfungsi menjaga kesehatan tubuh. zat gizi seperti karbohidrat, protein, lemak, vitamin, mineral, dan air dibutuhkan agar tubuh tumbuh sehat. jika asupan tidak seimbang, tubuh mudah lelah dan mudah sakit.",https://www.omahbse.com/ktsp/file/sd-5_ipa_013/
177,organ tubuh manusia dan hewan,gizi dan kesehatan,bagaimana kondisi jika tubuh kekurangan vitamin?,"jika tubuh kekurangan vitamin, maka daya tahan tubuh akan menurun dan mudah terserang penyakit. misalnya kekurangan vitamin c bisa menyebabkan sariawan, sedangkan kekurangan vitamin d dapat mengganggu pertumbuhan tulang.","kurang vitamin bisa bikin mudah sakit. misalnya kurang vitamin c dapat membuat bibir pecah-pecah dan tubuh lebih mudah sakit. karena itu, buah dan sayur perlu dimakan secara teratur.","vitamin berfungsi menjaga kesehatan tubuh. zat gizi seperti karbohidrat, protein, lemak, vitamin, mineral, dan air dibutuhkan agar tubuh tumbuh sehat. jika asupan tidak seimbang, tubuh mudah lelah dan mudah sakit.",https://www.omahbse.com/ktsp/file/sd-5_ipa_013/
178,organ tubuh manusia dan hewan,peredaran darah,kenapa jantung terus berdetak tanpa berhenti?,jantung terus berdetak karena berfungsi memompa darah ke seluruh tubuh. darah membawa oksigen dan nutrisi ke sel-sel tubuh serta membawa zat sisa untuk dibuang. proses ini harus berlangsung terus-menerus agar tubuh tetap hidup.,"denyut jantung bisa dirasakan di dada. misalnya saat kita berlari, denyut jantung terasa lebih cepat karena darah harus mengalir lebih banyak ke seluruh tubuh. ini membantu otot dan organ tetap mendapat oksigen.",jantung adalah pusat sistem peredaran darah. jantung dan pembuluh darah bekerja terus-menerus membawa darah bersih dan darah kotor. sistem ini menjaga oksigen dan nutrisi tetap sampai ke seluruh tubuh.,https://www.omahbse.com/ktsp/file/sd-5_ipa_013/
179,organ tubuh manusia dan hewan,peredaran darah,apa alasan jantung terus berdetak tanpa berhenti?,jantung terus berdetak karena berfungsi memompa darah ke seluruh tubuh. darah membawa oksigen dan nutrisi ke sel-sel tubuh serta membawa zat sisa untuk dibuang. proses ini harus berlangsung terus-menerus agar tubuh tetap hidup.,"denyut jantung bisa dirasakan di dada. misalnya saat kita berlari, denyut jantung terasa lebih cepat karena darah harus mengalir lebih banyak ke seluruh tubuh. ini membantu otot dan organ tetap mendapat oksigen.",jantung adalah pusat sistem peredaran darah. jantung dan pembuluh darah bekerja terus-menerus membawa darah bersih dan darah kotor. sistem ini menjaga oksigen dan nutrisi tetap sampai ke seluruh tubuh.,https://www.omahbse.com/ktsp/file/sd-5_ipa_013/
180,organ tubuh manusia dan hewan,peredaran darah,mengapa jantung terus berdetak tanpa berhenti?,jantung terus berdetak karena berfungsi memompa darah ke seluruh tubuh. darah membawa oksigen dan nutrisi ke sel-sel tubuh serta membawa zat sisa untuk dibuang. proses ini harus berlangsung terus-menerus agar tubuh tetap hidup.,"denyut jantung bisa dirasakan di dada. misalnya saat kita berlari, denyut jantung terasa lebih cepat karena darah harus mengalir lebih banyak ke seluruh tubuh. ini membantu otot dan organ tetap mendapat oksigen.",jantung adalah pusat sistem peredaran darah. jantung dan pembuluh darah bekerja terus-menerus membawa darah bersih dan darah kotor. sistem ini menjaga oksigen dan nutrisi tetap sampai ke seluruh tubuh.,https://www.omahbse.com/ktsp/file/sd-5_ipa_013/
181,organ tubuh manusia dan hewan,peredaran darah,apa yang terjadi kalau aliran darah tidak lancar?,"jika aliran darah tidak lancar, maka oksigen dan nutrisi tidak dapat sampai ke seluruh tubuh dengan baik. hal ini bisa menyebabkan tubuh menjadi lemah, pusing, bahkan bisa menimbulkan penyakit serius seperti stroke.","kurang olahraga bisa membuat peredaran darah tidak lancar. misalnya jika seseorang jarang bergerak, aliran darah bisa menjadi kurang lancar dan tubuh terasa lemas. karena itu, peredaran darah perlu dijaga.",peredaran darah penting untuk distribusi oksigen dan nutrisi. jantung dan pembuluh darah bekerja terus-menerus membawa darah bersih dan darah kotor. sistem ini menjaga oksigen dan nutrisi tetap sampai ke seluruh tubuh.,https://www.omahbse.com/ktsp/file/sd-5_ipa_013/
182,organ tubuh manusia dan hewan,peredaran darah,apa akibatnya jika aliran darah tidak lancar?,"jika aliran darah tidak lancar, maka oksigen dan nutrisi tidak dapat sampai ke seluruh tubuh dengan baik. hal ini bisa menyebabkan tubuh menjadi lemah, pusing, bahkan bisa menimbulkan penyakit serius seperti stroke.","kurang olahraga bisa membuat peredaran darah tidak lancar. misalnya jika seseorang jarang bergerak, aliran darah bisa menjadi kurang lancar dan tubuh terasa lemas. karena itu, peredaran darah perlu dijaga.",peredaran darah penting untuk distribusi oksigen dan nutrisi. jantung dan pembuluh darah bekerja terus-menerus membawa darah bersih dan darah kotor. sistem ini menjaga oksigen dan nutrisi tetap sampai ke seluruh tubuh.,https://www.omahbse.com/ktsp/file/sd-5_ipa_013/
183,organ tubuh manusia dan hewan,peredaran darah,bagaimana kondisi jika aliran darah tidak lancar?,"jika aliran darah tidak lancar, maka oksigen dan nutrisi tidak dapat sampai ke seluruh tubuh dengan baik. hal ini bisa menyebabkan tubuh menjadi lemah, pusing, bahkan bisa menimbulkan penyakit serius seperti stroke.","kurang olahraga bisa membuat peredaran darah tidak lancar. misalnya jika seseorang jarang bergerak, aliran darah bisa menjadi kurang lancar dan tubuh terasa lemas. karena itu, peredaran darah perlu dijaga.",peredaran darah penting untuk distribusi oksigen dan nutrisi. jantung dan pembuluh darah bekerja terus-menerus membawa darah bersih dan darah kotor. sistem ini menjaga oksigen dan nutrisi tetap sampai ke seluruh tubuh.,https://www.omahbse.com/ktsp/file/sd-5_ipa_013/
